缎	14177
煅	2150
椴	1314
耑	922
簖	908
塅	901
瑖	900
对	6195938
队	1256283
堆	175896
兑	18097
怼	1665
碓	1282
祋	903
顿	558668
盾	114809
蹲	67058
敦	36324
沌	23374
遁	22335
吨	19570
钝	16545
墩	9259
炖	8882
盹	5845
惇	4366
趸	1523
礅	1170
蹾	1124
砘	953
镦	925
囤	901
多	4618094
躲	250350
朵	203274
夺	176035
堕	31185
哆	31157
跺	21122
踱	20797
舵	18655
咄	15725
度	9900
剁	9122
铎	8719
惰	8569
垛	6952
掇	4720
哚	1319
裰	1297
埵	990
饳	937
亸	931
剟	908
驮	901
㙍	900
饿	607577
呃	536005
恶	451713
额	165712
俄	85161
愕	52162
鹅	30847
噩	28869
娥	22844
厄	19280
峨	19274
鄂	14961
遏	13999
扼	13662
鳄	10791
蛾	10594
婀	6432
讹	5283
阿	5236
锷	4371
颚	3767
鹗	2768
萼	2413
屙	2167
谔	1858
垩	1576
腭	1486
欸	1434
莪	1262
轭	1122
苊	1056
锇	978
崿	914
姶	910
涐	902
哦	901
堨	900
𥔲	900
𫫇	900
嗯	9180428
恩	434553
摁	9417
蒽	1030
而	5076237
儿	2850998
二	2074629
尔	937590
耳	449749
饵	9025
迩	4964
贰	4344
洱	3877
珥	2125
铒	961
鸸	953
陑	904
鲕	904
咡	903
耏	903
发	3947729
法	2799386
罚	95302
乏	79000
伐	57761
阀	14721
筏	8249
砝	2634
珐	1778
垡	979
反	1251583
饭	592946
翻	392354
烦	351829
凡	321242
犯	255031
范	225672
番	224206
繁	112569
返	98546
泛	94354
帆	50624
贩	36871
樊	29533
藩	27439
梵	18205
蕃	10470
幡	8156
蘩	2842
璠	2132
矾	1618
畈	1234
燔	1058
钒	1003
氾	971
蹯	944
墦	913
𫔍	900
𬸪	900
放	7731645
房	981189
防	407126
方	348076
仿	314134
芳	176243
访	134398
妨	47495
坊	29792
纺	9618
肪	8936
舫	6224
枋	1346
昉	1251
鲂	1182
邡	1086
钫	944
牥	900
蚄	900
飞	1594671
非	1220342
费	450392
菲	253524
废	149645
妃	95315
肥	93939
啡	75399
匪	73737
沸	43084
肺	39659
绯	24050
斐	15919
霏	12840
翡	11143
扉	10877
吠	7142
诽	4869
蜚	3815
狒	2902
腓	2637
悱	2149
淝	1743
芾	1524
痱	1334
榧	1124
鲱	1113
篚	929
朏	926
棐	915
镄	915
剕	909
𬴂	900
分	2569682
份	494585
纷	309001
奋	270640
愤	196204
粉	152778
氛	96404
吩	73821
芬	64766
焚	40461
坟	38371
忿	20258
粪	16972
汾	3840
玢	1492
酚	1229
棼	1138
偾	1112
鲼	1007
棻	997
鼢	913
翂	907
瀵	905
坋	900
豮	900
𣸣	900
风	2175931
封	341937
凤	289264
峰	246032
疯	245667
锋	233425
枫	178595
丰	169948
奉	132531
冯	116125
缝	94912
逢	66767
讽	49050
蜂	43928
烽	7655
俸	6369
沣	4296
沨	2144
酆	1778
葑	1023
唪	999
砜	949
赗	907
浲	901
崶	900
佛	476634
否	451792
缶	1169
服	1012411
夫	891406
父	876567
复	657544
福	456430
府	443609
副	397797
负	392886
付	343008
富	313199
妇	255389
附	208582
伏	184456
傅	177101
浮	174150
扶	166106
抚	148035
符	120825
肤	119672
腹	103633
幅	97700
咐	94382
覆	77496
腐	73143
弗	72001
赴	53084
斧	52964
俯	50015
赋	49846
辅	49061
芙	48297
拂	47408
甫	46912
俘	45183
缚	32719
蝠	22999
敷	22163
脯	21778
佛	20900
袱	17311
腑	14029
辐	6568
孚	6474
驸	6342
釜	5981
苻	5548
匐	5487
宓	5373
阜	5337
孵	5284
馥	4949
茀	2469
涪	1992
茯	1949
凫	1804
蚨	1798
拊	1651
蝮	1644
讣	1589
黼	1584
芾	1524
趺	1446
怫	1389
氟	1361
蜉	1344
黻	1344
麸	1305
绂	1154
跗	1152
鲋	1116
罘	1115
滏	1107
郛	1103
菔	1070
桴	1059
幞	1057
祓	1045
呋	1023
绋	1001
莩	997
赙	993
鄜	954
芣	936
洑	934
簠	916
榑	909
稃	909
韨	906
玞	905
砆	903
垺	902
艴	901
㕮	900
㳇	900
琈	900
𫓧	900
𫖯	900
尬	89503
嘎	34314
伽	19195
噶	6411
旮	4068
咖	2900
尕	2717
尜	1095
轧	1000
钆	920
戛	901
该	1352218
改	496467
盖	230588
概	228690
丐	46607
钙	4118
溉	3189
赅	1869
垓	1623
陔	1083
戤	913
荄	902
晐	900
𬮿	900
感	2530038
干	1198731
敢	783269
赶	586631
甘	154639
尴	89470
杆	62470
肝	32340
竿	16247
橄	6985
赣	6205
秆	2630
柑	2561
擀	2449
玕	1830
淦	1485
泔	1463
矸	1347
坩	1200
绀	1176
苷	1138
旰	1113
疳	985
酐	960
澉	942
虷	904
鳡	903
㽏	900
刚	1562664
港	133067
钢	115490
岗	53153
冈	29097
缸	27148
纲	26430
罡	19453
杠	12643
肛	3091
筻	909
冮	906
矼	904
堽	902
戆	901
扛	901
㭎	900
鿍	900
高	2566832
告	1055731
搞	298125
糕	61311
稿	60062
膏	21647
羔	9522
皋	7031
镐	6596
睾	3707
篙	2704
诰	2686
槁	2658
杲	2325
缟	1626
锆	1574
郜	1289
藁	1042
槔	974
筶	904
个	14790306
哥	1177377
各	857028
格	716710
歌	333404
革	181834
隔	169919
阁	116374
葛	110454
割	78461
胳	76188
戈	69158
搁	38472
鸽	19612
疙	18265
骼	8794
嗝	6221
硌	2200
咯	2011
铬	1653
盖	1455
鬲	1306
圪	1305
蛤	1300
舸	1241
膈	1235
虼	1207
袼	1062
哿	1053
镉	1028
仡	977
饹	955
塥	906
滆	902
合	901
给	2940284
跟	1548465
根	886957
亘	7626
艮	4424
哏	1429
茛	1394
更	1704452
耿	55608
哽	22876
耕	22686
羹	10620
庚	9507
梗	8880
赓	3953
埂	3201
鲠	1482
绠	945
浭	908
暅	902
颈	901
鹒	901
𬒔	900
公	2056038
工	1243137
功	946523
攻	666295
宫	432490
共	393983
供	189799
恭	128684
弓	121421
贡	49805
躬	44578
拱	43977
龚	22146
巩	15261
蚣	6067
觥	2496
汞	2192
肱	2108
珙	1890
䢼	900
硔	900
够	769370
狗	274302
构	153428
勾	106424
购	96239
沟	81689
钩	34352
苟	25937
垢	10075
篝	9796
佝	3729
媾	2733
枸	1943
诟	1887
彀	1638
缑	1125
遘	1028
鞲	995
笱	991
觏	964
岣	963
姤	952
雊	907
耇	903
句	901
古	622860
故	561346
顾	524166
股	462441
姑	375841
骨	311599
孤	242732
谷	212422
鼓	209588
固	158494
估	155228
咕	81511
辜	49545
雇	40720
蛊	19484
菇	12216
汩	10341
箍	8901
锢	7705
沽	5813
贾	3900
鹘	3536
臌	2982
牯	2471
轱	2456
鸪	2392
梏	2343
痼	1590
钴	1436
毂	1416
崮	1371
诂	1363
瞽	1301
菰	1225
蛄	1155
羖	1152
觚	1138
嘏	1108
罟	1002
榖	950
酤	939
馉	936
牿	929
堌	914
蓇	908
鲴	903
呱	901
鹄	901
瀔	900
𦙶	900
挂	274823
瓜	107425
刮	53216
寡	50458
卦	31303
呱	13027
褂	9995
剐	5967
鸹	1444
诖	1028
栝	999
胍	970
怪	1037885
乖	140463
拐	70475
掴	2844
夬	959
关	1676333
管	980106
官	761300
观	589681
馆	236808
惯	217734
冠	80315
贯	77764
灌	67246
罐	33851
棺	32364
倌	5068
盥	2887
掼	2375
涫	1711
鳏	1594
鹳	1561
瓘	1315
祼	1194
琯	951
毌	946
筦	918
蒄	908
爟	903
纶	901
莞	901
鳤	900
光	2186601
广	375859
逛	69358
咣	10251
犷	5149
胱	2305
桄	985
洸	925
珖	908
垙	900
𨐈	900
鬼	605313
贵	400228
规	342139
归	271163
跪	122695
柜	92708
诡	73448
瑰	58992
桂	58504
龟	54963
轨	42023
闺	26155
圭	8952
桧	4576
刽	4394
癸	4305
硅	3711
妫	3466
珪	3446
皈	3401
晷	1817
鲑	1486
刿	1281
鳜	1187
姽	1184
簋	1171
庋	1121
宄	1095
匦	1023
邽	1002
鬶	902
炅	901
筀	900
滚	204822
棍	71729
衮	12974
鲧	1601
磙	1123
辊	1048
绲	1028
过	7308084
国	3064767
果	2106331
郭	143111
锅	77225
裹	71340
蝈	5661
聒	3442
帼	3384
掴	2844
椁	2268
虢	1785
埚	1272
呙	1042
崞	1019
腘	950
馘	946
粿	940
蜾	939
馃	926
涡	901
𬇹	900
哈	880428
蛤	10635
铪	959
还	6777045
海	1336024
孩	1252785
害	741150
骇	58280
嗨	22587
骸	14416
亥	12745
咳	2011
嗐	1349
氦	1225
醢	1047
胲	969
咍	901
汉	485264
寒	449194
喊	391518
韩	273450
汗	236193
含	223231
涵	62354
翰	61102
憾	59312
罕	44775
撼	44401
悍	42528
瀚	32350
函	22087
憨	20628
旱	16726
酣	13214
颔	10207
邯	8387
捍	8035
鼾	8030
晗	7391
菡	6412
焊	4224
犴	1702
顸	1176
邗	1118
焓	1069
蚶	1043
扞	962
撖	925
虷	904
暵	903
浛	901
琀	901
㘎	900
垾	900
崡	900
嵅	900
蔊	900
行	2757606
航	116967
杭	34933
夯	2861
沆	1644
颃	1018
绗	938
吭	901
巷	901
好	7260584
号	514637
毫	415833
豪	207493
浩	179417
耗	97693
昊	50633
郝	37891
嚎	35829
皓	31779
壕	11456
嗥	4448
颢	3480
濠	3408
蒿	3130
灏	2833
貉	2033
蚝	1481
薅	1456
皞	1079
淏	1038
嚆	922
鄗	910
镐	901
和	6252931
何	1823008
合	1086686
喝	708508
呵	571793
河	426853
赫	123045
核	97865
贺	88583
盒	86695
荷	80385
鹤	45728
禾	17893
褐	15290
嗬	8848
壑	6814
阖	6763
吓	5900
涸	5844
劾	5841
颌	5841
阂	5458
诃	5384
郃	3064
纥	2438
貉	2033
龢	1588
鞨	1464
翮	1329
曷	1324
龁	1280
盍	1251
菏	1248
盉	1176
饸	949
熇	938
鹖	933
翯	913
垎	900
隺	900
𬌗	900
黑	1293092
嘿	319999
𬭶	900
很	3995336
狠	383260
恨	327112
痕	145863
𬣳	900
哼	256227
横	225780
衡	96383
恒	75055
亨	27727
蘅	4749
珩	4634
姮	2268
桁	1759
行	901
鸻	901
堼	900
红	1283549
轰	169020
洪	159268
虹	87262
宏	85647
鸿	79955
哄	72971
弘	39164
烘	14693
泓	7616
闳	4573
讧	3014
薨	1739
訇	1737
荭	1589
纮	1368
吽	1261
竑	1183
蕻	1016
翃	1007
黉	971
唝	915
玒	900
谼	900
𫟹	900
𬭎	900
后	6545346
候	2065868
厚	239964
吼	153521
侯	143540
猴	74514
喉	69360
逅	6838
篌	1220
瘊	1095
鲎	1090
堠	1054
垕	1048
齁	996
骺	964
糇	945
郈	911
鲘	900
𬭤	900
乎	1158222
呼	649970
忽	586269
护	552717
胡	469031
虎	392282
湖	328639
糊	236812
户	228091
互	216372
狐	140423
壶	46012
和	42160
蝴	34227
惚	29886
弧	26708
唬	23616
葫	22633
沪	11226
扈	10973
瑚	10581
琥	6462
浒	5461
核	4900
鹄	3562
鹘	3536
斛	2620
囫	2591
祜	2342
醐	2301
唿	2266
猢	2234
笏	1818
瓠	1306
槲	1276
怙	1267
煳	1143
鹕	1136
滹	1119
觳	1105
岵	1028
烀	969
鄠	969
戽	966
縠	946
冱	937
鹱	935
淴	908
昒	907
鳠	904
嫭	902
轷	902
昈	900
话	3745817
花	1278083
化	952301
华	801351
划	386266
画	360684
滑	157790
哗	69157
猾	23121
桦	14049
骅	3420
婳	2540
铧	1852
砉	1011
觟	903
坏	366736
怀	61603
淮	37009
槐	26676
徊	18742
踝	6939
换	997359
缓	451318
还	407469
环	301771
幻	249731
唤	139257
欢	91785
患	77582
焕	32889
桓	29853
鬟	14571
宦	13202
寰	10142
浣	7434
痪	7419
涣	7345
